loyalty_number,country,province,city,postal_code,postal_code_valid,gender,education,salary,salary_reported,marital_status,loyalty_card,clv,enrollment_type,enrollment_date,cancellation_date,is_active,enrollment_cohort,months_to_cancellation,has_multiple_activity
413741,Canada,Ontario,Toronto,M1R 4K3,TRUE,Female,College,,FALSE,Married,Star,3885.46,Standard,2015-07-01,,TRUE,2015-07,,FALSE
552965,Canada,Quebec,Montreal,H4G 3T4,TRUE,Male,College,,FALSE,Married,Star,3885.46,Standard,2018-11-01,,TRUE,2018-11,,FALSE
642313,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Male,College,,FALSE,Married,Star,3885.46,Standard,2016-03-01,,TRUE,2016-03,,FALSE
263080,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Male,College,,FALSE,Single,Star,3886.5,Standard,2014-05-01,,TRUE,2014-05,,FALSE
109767,Canada,Ontario,Toronto,M1R 4K3,TRUE,Female,Bachelor,89062.0,TRUE,Single,Star,3886.65,Standard,2016-05-01,,TRUE,2016-05,,FALSE
217754,Canada,Quebec,Montreal,H2Y 4R4,TRUE,Female,Bachelor,102400.0,TRUE,Single,Star,3887.32,Standard,2015-06-01,,TRUE,2015-06,,FALSE
157005,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,Bachelor,98629.0,TRUE,Married,Star,3890.87,Standard,2016-10-01,,TRUE,2016-10,,FALSE
557752,Canada,Ontario,Toronto,P1L 8X8,TRUE,Female,Bachelor,98629.0,TRUE,Married,Star,3890.87,Standard,2017-10-01,,TRUE,2017-10,,FALSE
608758,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Male,Bachelor,63795.0,TRUE,Married,Star,3890.96,Standard,2013-07-01,,TRUE,2013-07,,FALSE
599341,Canada,Quebec,Tremblant,H5Y 2S9,TRUE,Female,Bachelor,54890.0,TRUE,Married,Star,3891.54,Standard,2015-11-01,,TRUE,2015-11,,FALSE
333502,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,College,,FALSE,Married,Star,3891.58,Standard,2014-03-01,,TRUE,2014-03,,FALSE
201574,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Female,Bachelor,51375.0,TRUE,Married,Star,3893.31,Standard,2015-04-01,2015-12-01,FALSE,2015-04,8,FALSE
403361,Canada,British Columbia,Vancouver,V1E 4R6,TRUE,Male,Bachelor,70222.0,TRUE,Single,Star,3895.03,Standard,2017-10-01,,TRUE,2017-10,,FALSE
543918,Canada,Quebec,Montreal,H2T 2J6,TRUE,Male,High School or Below,40736.0,TRUE,Married,Star,3896.57,Standard,2012-11-01,,TRUE,2012-11,,FALSE
806030,Canada,Alberta,Calgary,T3E 2V9,TRUE,Female,Bachelor,75861.0,TRUE,Married,Star,3903.47,Standard,2018-05-01,,TRUE,2018-05,,FALSE
119200,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Female,Bachelor,69835.0,TRUE,Divorced,Star,3903.8,Standard,2017-05-01,,TRUE,2017-05,,FALSE
938981,Canada,Alberta,Edmonton,T3G 6Y6,TRUE,Female,College,,FALSE,Single,Aurora,5337.35,Promotion,2018-04-01,,TRUE,2018-04,,FALSE
238119,Canada,Quebec,Montreal,H2T 9K8,TRUE,Male,Bachelor,75980.0,TRUE,Married,Star,3906.67,Standard,2013-05-01,,TRUE,2013-05,,FALSE
730388,Canada,Ontario,Thunder Bay,K8T 5M5,TRUE,Male,College,,FALSE,Single,Star,3907.03,Standard,2012-05-01,,TRUE,2012-05,,FALSE
834891,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Female,Bachelor,54460.0,TRUE,Married,Star,3911.12,Standard,2017-03-01,2017-04-01,FALSE,2017-03,1,FALSE
127400,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,College,,FALSE,Single,Star,3914.72,Standard,2014-06-01,,TRUE,2014-06,,FALSE
324557,Canada,Quebec,Montreal,H2Y 2W2,TRUE,Female,College,,FALSE,Single,Star,3914.72,Standard,2013-02-01,,TRUE,2013-02,,FALSE
742002,Canada,Ontario,Toronto,P2T 6G3,TRUE,Female,College,,FALSE,Single,Star,3915.8,Standard,2016-05-01,,TRUE,2016-05,,FALSE
536567,Canada,Alberta,Peace River,T9O 2W2,FALSE,Male,Bachelor,80697.0,TRUE,Married,Star,3919.37,Standard,2016-05-01,,TRUE,2016-05,,FALSE
704835,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Male,Bachelor,80697.0,TRUE,Married,Star,3919.37,Standard,2016-09-01,,TRUE,2016-09,,FALSE
733338,Canada,Ontario,Thunder Bay,K8T 5M5,TRUE,Female,Bachelor,80697.0,TRUE,Married,Star,3919.37,Standard,2016-06-01,2017-02-01,FALSE,2016-06,8,FALSE
758635,Canada,Quebec,Montreal,H2T 9K8,TRUE,Male,Bachelor,80697.0,TRUE,Married,Star,3919.37,Standard,2018-06-01,,TRUE,2018-06,,FALSE
823048,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Bachelor,80697.0,TRUE,Married,Star,3919.37,Standard,2018-05-01,,TRUE,2018-05,,FALSE
612905,Canada,Ontario,Toronto,P2T 6G3,TRUE,Female,College,,FALSE,Married,Star,3920.51,Standard,2015-02-01,,TRUE,2015-02,,FALSE
679908,Canada,Quebec,Montreal,H4G 3T4,TRUE,Female,Bachelor,77601.0,TRUE,Married,Star,3921.02,Standard,2015-08-01,,TRUE,2015-08,,FALSE
704150,Canada,Manitoba,Winnipeg,R6Y 4T5,TRUE,Male,Bachelor,77601.0,TRUE,Married,Star,3921.02,Standard,2014-10-01,,TRUE,2014-10,,FALSE
869743,Canada,Ontario,Sudbury,M5V 1G5,TRUE,Female,Bachelor,73236.0,TRUE,Single,Star,3924.42,Standard,2016-11-01,2017-07-01,FALSE,2016-11,8,FALSE
596179,Canada,New Brunswick,Fredericton,E3B 2H2,TRUE,Female,Bachelor,50879.0,TRUE,Single,Star,3933.81,Standard,2014-03-01,,TRUE,2014-03,,FALSE
370450,Canada,Ontario,Thunder Bay,K8T 5M5,TRUE,Female,High School or Below,62160.0,TRUE,Married,Star,3934.1,Standard,2012-11-01,,TRUE,2012-11,,FALSE
501030,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Bachelor,93541.0,TRUE,Married,Star,3934.71,Standard,2017-03-01,,TRUE,2017-03,,FALSE
878633,Canada,Ontario,Trenton,K8V 4B2,TRUE,Female,Doctor,163974.0,TRUE,Married,Star,3936.79,Standard,2013-12-01,,TRUE,2013-12,,FALSE
285938,Canada,Quebec,Montreal,H2T 2J6,TRUE,Female,Bachelor,75827.0,TRUE,Married,Star,3939.01,Standard,2014-09-01,,TRUE,2014-09,,FALSE
588237,Canada,Quebec,Tremblant,H5Y 2S9,TRUE,Male,Bachelor,75827.0,TRUE,Married,Star,3939.01,Standard,2013-11-01,,TRUE,2013-11,,FALSE
645280,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Male,Bachelor,75827.0,TRUE,Married,Star,3939.01,Standard,2012-12-01,,TRUE,2012-12,,FALSE
864324,Canada,Quebec,Quebec City,G1B 3L5,TRUE,Female,Bachelor,75827.0,TRUE,Married,Star,3939.01,Standard,2018-06-01,,TRUE,2018-06,,FALSE
124678,Canada,Nova Scotia,Halifax,B3J 9S2,TRUE,Male,Doctor,152955.0,TRUE,Married,Star,3954.34,Standard,2013-06-01,,TRUE,2013-06,,FALSE
186015,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Doctor,152955.0,TRUE,Married,Star,3954.34,Standard,2015-09-01,,TRUE,2015-09,,FALSE
461108,Canada,Quebec,Montreal,H2T 9K8,TRUE,Male,Doctor,152955.0,TRUE,Married,Star,3954.34,Standard,2018-10-01,,TRUE,2018-10,,FALSE
589580,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Male,Doctor,152955.0,TRUE,Married,Star,3954.34,Standard,2015-08-01,,TRUE,2015-08,,FALSE
623688,Canada,Ontario,London,M5B 3E4,TRUE,Female,Doctor,152955.0,TRUE,Married,Star,3954.34,Standard,2016-05-01,,TRUE,2016-05,,FALSE
386082,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Female,Bachelor,30486.0,TRUE,Divorced,Aurora,5391.97,Promotion,2018-03-01,2018-11-01,FALSE,2018-03,8,FALSE
256147,Canada,Ontario,Toronto,M1R 4K3,TRUE,Female,College,,FALSE,Married,Star,3958.0,Standard,2012-09-01,,TRUE,2012-09,,FALSE
329382,Canada,Quebec,Montreal,H2T 9K8,TRUE,Male,College,,FALSE,Single,Star,3961.59,Standard,2012-08-01,,TRUE,2012-08,,FALSE
140392,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Female,Bachelor,96814.0,TRUE,Married,Star,3963.39,Standard,2013-07-01,,TRUE,2013-07,,FALSE
112522,Canada,Alberta,Peace River,T9O 2W2,FALSE,Male,Bachelor,49846.0,TRUE,Married,Aurora,5636.74,Promotion,2018-02-01,,TRUE,2018-02,,FALSE
230908,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Doctor,217538.0,TRUE,Divorced,Star,3964.15,Standard,2012-05-01,,TRUE,2012-05,,FALSE
972581,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,High School or Below,48744.0,TRUE,Married,Star,3964.53,Standard,2016-02-01,,TRUE,2016-02,,FALSE
357549,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,Bachelor,76410.0,TRUE,Single,Star,3964.73,Standard,2018-09-01,,TRUE,2018-09,,FALSE
330694,Canada,Alberta,Edmonton,T3G 6Y6,TRUE,Female,Bachelor,105053.0,TRUE,Married,Aurora,6172.91,Promotion,2018-02-01,,TRUE,2018-02,,FALSE
910875,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Female,Bachelor,84914.0,TRUE,Married,Star,3966.13,Standard,2012-11-01,,TRUE,2012-11,,FALSE
501704,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Male,College,,FALSE,Divorced,Star,3974.86,Standard,2013-05-01,,TRUE,2013-05,,FALSE
529098,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,College,,FALSE,Divorced,Star,3974.86,Standard,2017-10-01,,TRUE,2017-10,,FALSE
265297,Canada,Manitoba,Winnipeg,R2C 0M5,TRUE,Female,Bachelor,60519.0,TRUE,Married,Star,3978.67,Standard,2018-07-01,,TRUE,2018-07,,FALSE
567875,Canada,Quebec,Quebec City,G1B 3L5,TRUE,Female,Bachelor,102457.0,TRUE,Married,Star,3979.72,Standard,2017-05-01,,TRUE,2017-05,,FALSE
688524,Canada,Manitoba,Winnipeg,R2C 0M5,TRUE,Female,Bachelor,103862.0,TRUE,Married,Star,3980.42,Standard,2013-03-01,,TRUE,2013-03,,FALSE
269070,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Master,93153.0,TRUE,Married,Star,3985.32,Standard,2013-01-01,,TRUE,2013-01,,FALSE
387705,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Female,Master,93153.0,TRUE,Married,Star,3985.32,Standard,2013-04-01,,TRUE,2013-04,,FALSE
923293,Canada,Saskatchewan,Regina,S6J 3G0,TRUE,Male,Bachelor,86793.0,TRUE,Divorced,Star,3985.55,Standard,2016-06-01,,TRUE,2016-06,,FALSE
283314,Canada,Ontario,Toronto,M2Z 4K1,TRUE,Female,Bachelor,72127.0,TRUE,Married,Star,3991.73,Standard,2013-04-01,2015-02-01,FALSE,2013-04,22,FALSE
322102,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,College,,FALSE,Married,Star,3992.58,Standard,2013-08-01,2014-04-01,FALSE,2013-08,8,FALSE
789157,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,College,,FALSE,Single,Star,3995.36,Standard,2018-09-01,,TRUE,2018-09,,FALSE
654748,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Female,Bachelor,65721.0,TRUE,Married,Star,3996.77,Standard,2017-04-01,2017-12-01,FALSE,2017-04,8,FALSE
984713,Canada,Ontario,Sudbury,M5V 1G5,TRUE,Female,College,,FALSE,Single,Star,3997.48,Standard,2018-08-01,,TRUE,2018-08,,FALSE
114835,Canada,Ontario,Toronto,M1R 4K3,TRUE,Female,Master,101354.0,TRUE,Divorced,Star,4001.52,Standard,2017-07-01,,TRUE,2017-07,,FALSE
328936,Canada,Ontario,Thunder Bay,K8T 5M5,TRUE,Female,Bachelor,53118.0,TRUE,Married,Star,4005.72,Standard,2015-03-01,,TRUE,2015-03,,FALSE
845864,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Female,Doctor,115440.0,TRUE,Married,Star,4013.85,Standard,2013-04-01,,TRUE,2013-04,,FALSE
645265,Canada,Quebec,Quebec City,G1B 3L5,TRUE,Male,Bachelor,73313.0,TRUE,Married,Star,4013.95,Standard,2013-03-01,,TRUE,2013-03,,FALSE
223587,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,Bachelor,100167.0,TRUE,Married,Star,4013.96,Standard,2017-08-01,,TRUE,2017-08,,FALSE
158560,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Male,Bachelor,59262.0,TRUE,Married,Star,4014.45,Standard,2015-12-01,,TRUE,2015-12,,FALSE
417584,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,Bachelor,59262.0,TRUE,Married,Star,4014.45,Standard,2014-05-01,,TRUE,2014-05,,FALSE
566033,Canada,Ontario,Toronto,M2P 4F6,FALSE,Male,College,,FALSE,Married,Star,4015.21,Standard,2015-06-01,2016-07-01,FALSE,2015-06,13,FALSE
472521,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Male,College,,FALSE,Married,Aurora,6265.34,Promotion,2018-03-01,,TRUE,2018-03,,FALSE
425854,Canada,Ontario,Toronto,P1J 8T7,TRUE,Female,High School or Below,39079.0,TRUE,Married,Star,4016.13,Standard,2016-11-01,,TRUE,2016-11,,FALSE
174896,Canada,Alberta,Edmonton,T3G 6Y6,TRUE,Female,College,,FALSE,Single,Star,4016.54,Standard,2015-04-01,2015-12-01,FALSE,2015-04,8,FALSE
695855,Canada,Quebec,Montreal,H2T 2J6,TRUE,Female,College,,FALSE,Divorced,Star,4019.38,Standard,2013-04-01,,TRUE,2013-04,,FALSE
699511,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Female,College,,FALSE,Divorced,Star,4019.38,Standard,2014-07-01,,TRUE,2014-07,,FALSE
377322,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Female,Bachelor,62518.0,TRUE,Married,Star,4023.81,Standard,2016-05-01,,TRUE,2016-05,,FALSE
511053,Canada,Ontario,Toronto,M2M 7K8,TRUE,Male,Bachelor,62518.0,TRUE,Married,Star,4023.81,Standard,2015-03-01,,TRUE,2015-03,,FALSE
890753,Canada,Quebec,Montreal,H2Y 2W2,TRUE,Male,College,,FALSE,Married,Star,4025.1,Standard,2017-09-01,,TRUE,2017-09,,FALSE
796670,Canada,Manitoba,Winnipeg,R2C 0M5,TRUE,Female,Bachelor,47536.0,TRUE,Married,Star,4035.68,Standard,2014-02-01,,TRUE,2014-02,,FALSE
556136,Canada,Quebec,Montreal,H4G 3T4,TRUE,Female,College,,FALSE,Married,Star,4035.77,Standard,2017-01-01,,TRUE,2017-01,,FALSE
513081,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Female,Bachelor,98320.0,TRUE,Married,Star,4037.5,Standard,2015-11-01,,TRUE,2015-11,,FALSE
930718,Canada,Quebec,Montreal,H2T 2J6,TRUE,Female,High School or Below,63577.0,TRUE,Married,Star,4037.55,Standard,2015-07-01,,TRUE,2015-07,,FALSE
235872,Canada,Ontario,Toronto,P1J 8T7,TRUE,Female,Doctor,89057.0,TRUE,Single,Star,4046.94,Standard,2013-03-01,,TRUE,2013-03,,FALSE
881142,Canada,British Columbia,Vancouver,V1E 4R6,TRUE,Female,Doctor,89057.0,TRUE,Single,Star,4046.94,Standard,2016-09-01,2017-05-01,FALSE,2016-09,8,FALSE
295147,Canada,British Columbia,Kelowna,V09 2E9,FALSE,Male,Bachelor,99814.0,TRUE,Married,Star,4048.16,Standard,2017-05-01,,TRUE,2017-05,,FALSE
306110,Canada,Ontario,Toronto,P1J 8T7,TRUE,Male,Bachelor,64587.0,TRUE,Married,Star,4053.37,Standard,2013-05-01,,TRUE,2013-05,,FALSE
295217,Canada,Ontario,Toronto,M1R 4K3,TRUE,Female,Doctor,67411.0,TRUE,Divorced,Star,4059.57,Standard,2016-06-01,,TRUE,2016-06,,FALSE
967300,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Male,Bachelor,62630.0,TRUE,Single,Aurora,6364.9,Promotion,2018-03-01,2018-11-01,FALSE,2018-03,8,FALSE
591731,Canada,Ontario,Toronto,P2T 6G3,TRUE,Male,Bachelor,51370.0,TRUE,Married,Star,4064.18,Standard,2013-09-01,,TRUE,2013-09,,FALSE
326905,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Female,College,,FALSE,Married,Star,4068.09,Standard,2017-02-01,,TRUE,2017-02,,FALSE
375511,Canada,Quebec,Montreal,H2Y 2W2,TRUE,Female,Bachelor,59300.0,TRUE,Single,Star,4070.05,Standard,2014-07-01,,TRUE,2014-07,,FALSE
485283,Canada,Ontario,Toronto,P1J 8T7,TRUE,Male,Bachelor,102479.0,TRUE,Single,Star,4072.85,Standard,2017-09-01,,TRUE,2017-09,,FALSE
920716,Canada,Alberta,Peace River,T9O 2W2,FALSE,Female,College,,FALSE,Single,Aurora,7098.91,Promotion,2018-04-01,,TRUE,2018-04,,FALSE
797685,Canada,Alberta,Edmonton,T3G 6Y6,TRUE,Male,College,,FALSE,Married,Star,4079.13,Standard,2017-06-01,,TRUE,2017-06,,FALSE
216467,Canada,New Brunswick,Fredericton,E3B 2H2,TRUE,Male,Doctor,90995.0,TRUE,Married,Star,4083.56,Standard,2014-07-01,,TRUE,2014-07,,FALSE
958839,Canada,Quebec,Montreal,H4G 3T4,TRUE,Male,Doctor,90995.0,TRUE,Married,Star,4083.56,Standard,2018-08-01,,TRUE,2018-08,,FALSE
539673,Canada,Ontario,Toronto,P5S 6R4,TRUE,Female,Bachelor,49558.0,TRUE,Married,Star,4087.51,Standard,2015-02-01,2018-06-01,FALSE,2015-02,40,FALSE
746226,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,Bachelor,63501.0,TRUE,Married,Star,4089.04,Standard,2018-01-01,,TRUE,2018-01,,TRUE
484718,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Bachelor,76367.0,TRUE,Single,Star,4089.46,Standard,2012-06-01,,TRUE,2012-06,,FALSE
528492,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Male,Bachelor,60360.0,TRUE,Married,Star,4090.75,Standard,2015-06-01,2018-11-01,FALSE,2015-06,41,FALSE
995091,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,Bachelor,55454.0,TRUE,Married,Star,4095.2,Standard,2017-09-01,,TRUE,2017-09,,FALSE
632793,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Female,High School or Below,60370.0,TRUE,Single,Star,4097.37,Standard,2016-06-01,,TRUE,2016-06,,FALSE
912220,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,High School or Below,60370.0,TRUE,Single,Star,4097.37,Standard,2013-08-01,2014-04-01,FALSE,2013-08,8,FALSE
382197,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Bachelor,69367.0,TRUE,Married,Star,4100.47,Standard,2017-10-01,2018-06-01,FALSE,2017-10,8,FALSE
705196,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,College,,FALSE,Single,Star,4101.94,Standard,2013-11-01,,TRUE,2013-11,,FALSE
123094,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,Bachelor,92223.0,TRUE,Married,Star,4103.85,Standard,2018-01-01,,TRUE,2018-01,,FALSE
366540,Canada,Alberta,Calgary,T3E 2V9,TRUE,Female,Bachelor,90077.0,TRUE,Married,Aurora,7288.88,Promotion,2018-03-01,,TRUE,2018-03,,FALSE
119488,Canada,Quebec,Tremblant,H5Y 2S9,TRUE,Female,College,,FALSE,Single,Star,4108.26,Standard,2017-06-01,,TRUE,2017-06,,FALSE
287750,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Female,College,,FALSE,Single,Star,4109.31,Standard,2012-08-01,,TRUE,2012-08,,FALSE
735846,Canada,Ontario,Trenton,K8V 4B2,TRUE,Male,Bachelor,95318.0,TRUE,Married,Star,4109.79,Standard,2012-08-01,,TRUE,2012-08,,FALSE
606026,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Bachelor,55207.0,TRUE,Single,Star,4110.62,Standard,2015-07-01,,TRUE,2015-07,,FALSE
460291,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Female,Bachelor,55476.0,TRUE,Divorced,Star,4111.2,Standard,2015-09-01,,TRUE,2015-09,,FALSE
743001,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Female,Bachelor,79533.0,TRUE,Married,Star,4111.89,Standard,2017-05-01,,TRUE,2017-05,,FALSE
869799,Canada,Ontario,Toronto,P1W 1K4,TRUE,Female,Bachelor,79533.0,TRUE,Married,Star,4111.89,Standard,2015-03-01,,TRUE,2015-03,,FALSE
520321,Canada,Ontario,London,M5B 3E4,TRUE,Female,Doctor,237245.0,TRUE,Married,Star,4112.84,Standard,2015-09-01,2016-05-01,FALSE,2015-09,8,FALSE
279419,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Female,College,,FALSE,Single,Star,4117.37,Standard,2013-07-01,,TRUE,2013-07,,TRUE
170585,Canada,Ontario,Thunder Bay,K8T 5M5,TRUE,Male,Bachelor,82675.0,TRUE,Single,Star,4118.59,Standard,2013-08-01,,TRUE,2013-08,,FALSE
188340,Canada,Ontario,Toronto,M2M 7K8,TRUE,Male,Bachelor,82675.0,TRUE,Single,Star,4118.59,Standard,2017-04-01,,TRUE,2017-04,,FALSE
670817,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Male,Bachelor,82675.0,TRUE,Single,Star,4118.59,Standard,2016-12-01,,TRUE,2016-12,,FALSE
509513,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,College,,FALSE,Single,Star,4121.25,Standard,2012-12-01,,TRUE,2012-12,,FALSE
779247,Canada,Manitoba,Winnipeg,R2C 0M5,TRUE,Male,Bachelor,86987.0,TRUE,Married,Star,4122.57,Standard,2012-09-01,,TRUE,2012-09,,FALSE
111255,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Male,High School or Below,70272.0,TRUE,Married,Star,4122.96,Standard,2013-03-01,,TRUE,2013-03,,FALSE
763061,Canada,Ontario,Toronto,P2T 6G3,TRUE,Male,Bachelor,56845.0,TRUE,Married,Star,4126.61,Standard,2014-04-01,,TRUE,2014-04,,FALSE
766335,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Male,Bachelor,67756.0,TRUE,Married,Aurora,7482.49,Promotion,2018-02-01,,TRUE,2018-02,,FALSE
428919,Canada,Quebec,Montreal,H2T 9K8,TRUE,Female,Bachelor,58209.0,TRUE,Divorced,Star,4139.9,Standard,2015-07-01,,TRUE,2015-07,,FALSE
139863,Canada,Quebec,Montreal,H2T 9K8,TRUE,Male,Bachelor,67223.0,TRUE,Married,Star,4142.56,Standard,2015-10-01,,TRUE,2015-10,,FALSE
695755,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Female,Bachelor,79088.0,TRUE,Married,Star,4144.87,Standard,2012-04-01,,TRUE,2012-04,,FALSE
355331,Canada,Ontario,Thunder Bay,K8T 5M5,TRUE,Male,College,,FALSE,Divorced,Star,4145.02,Standard,2013-07-01,,TRUE,2013-07,,FALSE
578837,Canada,Ontario,Toronto,P5S 6R4,TRUE,Male,College,,FALSE,Single,Star,4152.65,Standard,2012-05-01,,TRUE,2012-05,,FALSE
603248,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Male,College,,FALSE,Married,Star,4157.7,Standard,2016-02-01,2016-10-01,FALSE,2016-02,8,FALSE
